t,v,omega,slip,brake_cmd,state,dtc,active_faults
0.2600000000000002,25.430065043672577,77.59349563274189,0.0846248859432418,0.0,3,0,crc_corruption
0.2700000000000002,25.334170742416664,66.34959242500021,0.2143071139023473,100.0,2,0,crc_corruption
0.2800000000000002,25.237692135264336,75.99745314023316,0.09661961878785107,0.0,3,0,crc_corruption
0.2900000000000002,25.1414534103641,64.7879922969235,0.22691829418800608,100.0,2,0,crc_corruption
0.3000000000000002,25.045351143526386,74.39821898069525,0.10883798089700117,0.0,3,0,crc_corruption
0.3100000000000002,24.973580401038728,81.57529322946067,0.020060897322503598,0.0,3,0,crc_corruption
0.32000000000000023,24.89072050762354,69.02794923764627,0.168027909640008,100.0,2,0,crc_corruption
0.33000000000000024,24.79829838913312,57.436827753355175,0.30515198843008595,100.0,2,0,crc_corruption
0.34000000000000025,24.7081113131853,66.45553534813698,0.1931127251396977,0.0,3,0,crc_corruption
0.35000000000000026,24.612181639668822,76.04850269978454,0.07303825626071776,0.0,3,0,crc_corruption
0.36000000000000026,24.517178575909995,64.71547574233333,0.20812084218465612,100.0,2,0,crc_corruption
0.3700000000000003,24.42076455364147,74.35687796918604,0.08655343931770867,0.0,3,0,crc_corruption
0.3800000000000003,24.32487018700107,63.11298129989215,0.22162403151957216,100.0,2,0,crc_corruption
0.3900000000000003,24.228591780875426,72.74082191245647,0.09931840979044883,0.0,3,0,crc_corruption
0.4000000000000003,24.13247497888714,61.519168777951116,0.2352317510105457,100.0,2,0,crc_corruption
0.4100000000000003,24.036721995472657,71.09446711939904,0.11267683921971856,0.0,3,0,crc_corruption
0.4200000000000003,23.96445430811021,78.32123585564385,0.019532410185473914,0.0,3,0,crc_corruption
0.4300000000000003,23.881313151995283,65.80201813380353,0.17338693586488438,100.0,2,0,crc_corruption
0.44000000000000034,23.78955624000612,54.14437599938627,0.31720824735267533,100.0,2,0,crc_corruption
0.45000000000000034,23.70022636062003,63.077363937995536,0.20155998118055082,0.0,3,0,crc_corruption
0.46000000000000035,23.604158354382843,72.68416456171391,0.07621152844598875,0.0,3,0,crc_corruption
0.47000000000000036,23.508934621232434,61.373204543421856,0.21681004861881206,100.0,2,0,crc_corruption
0.48000000000000037,23.41263856762639,71.0028099040261,0.09019895772613297,0.0,3,0,crc_corruption
0.4900000000000004,23.31674459476867,59.75887385646514,0.23112499328221925,100.0,2,0,crc_corruption
0.5000000000000003,23.22078413270356,69.35492006297599,0.10397185986542598,0.0,3,0,crc_corruption
0.5100000000000003,23.15433804507363,75.99952882596956,0.015309416170426108,0.0,3,0,crc_corruption
0.5200000000000004,23.07229325613809,63.37067438619042,0.17601592070612926,100.0,2,0,crc_corruption
0.5300000000000004,22.98094391427577,51.67227523908873,0.32545492345521254,100.0,2,0,crc_corruption
0.5400000000000004,22.89216069267347,60.55059739931846,0.20648909189208964,0.0,3,0,crc_corruption
0.5500000000000004,22.79612863972637,70.15380269402868,0.0767668870085289,0.0,3,0,crc_corruption
0.5600000000000004,22.700927818440324,58.840551489299905,0.2224033489745367,100.0,2,0,crc_corruption
0.5700000000000004,22.604767377668608,68.45659556647108,0.0914757791212692,0.0,3,0,crc_corruption
0.5800000000000004,22.508964091363367,57.20359086366273,0.2375892027086453,100.0,2,0,crc_corruption
0.5900000000000004,22.413254866657375,66.77451333426141,0.1062273587903045,0.0,3,0,crc_corruption
0.6000000000000004,22.346946525191512,73.40534748084717,0.014558690627849659,0.0,3,0,crc_corruption
0.6100000000000004,22.264755008568123,60.79116580985247,0.18088702364173875,100.0,2,0,crc_corruption
0.6200000000000004,22.174014329631895,49.0319003701417,0.3366302604312108,100.0,2,0,crc_corruption
0.6300000000000004,22.086004694498083,57.83286388352314,0.2144410270192951,0.0,3,0,crc_corruption
0.6400000000000005,21.989965482819425,67.43678505138874,0.07998784576433467,0.0,3,0,crc_corruption
0.6500000000000005,21.89465154341127,56.13484565887088,0.23084166631877548,100.0,2,0,crc_corruption
0.6600000000000005,21.798710668975648,65.72893310243349,0.0954198975265975,0.0,3,0,crc_corruption
0.6700000000000005,21.703006549377655,54.4660117288994,0.24711797503750124,100.0,2,0,crc_corruption
0.6800000000000005,21.607724704351053,63.994196231559954,0.11150946561244761,0.0,3,0,crc_corruption
0.6900000000000005,21.540100631694237,70.75660349724119,0.014536588657397249,0.0,3,0,crc_corruption
0.7000000000000005,21.457514886319807,58.181844701350606,0.18655289287328905,100.0,2,0,crc_corruption
0.7100000000000005,21.367461691143124,46.35383088568585,0.3491903967484404,100.0,2,0,crc_corruption
0.7200000000000005,21.280310758743678,55.06892412562996,0.22366372253746553,0.0,3,0,crc_corruption
0.7300000000000005,21.184347320576304,64.66526794236749,0.08424932384546568,0.0,3,0,crc_corruption
0.7400000000000005,21.08896132609759,53.37053405690476,0.24078004746219447,100.0,2,0,crc_corruption
0.7500000000000006,20.99335755425281,62.93091124138263,0.10070252823421051,0.0,3,0,crc_corruption
0.7600000000000006,20.93254105347258,69.01256131940538,0.010929043782432505,0.0,3,0,crc_corruption
0.7700000000000006,20.850859391119975,56.34739422133204,0.18927954242505574,100.0,2,0,crc_corruption
0.7800000000000006,20.76120125009437,44.47987499055984,0.35726443106911754,100.0,2,0,crc_corruption
0.7900000000000006,20.674564196329403,53.143580367056856,0.2288556141392515,0.0,3,0,crc_corruption
0.8000000000000006,20.578713747701723,62.72862522982419,0.08553139911142617,0.0,3,0,crc_corruption
0.8100000000000006,20.483394099030807,51.42725676358208,0.24679587013342563,100.0,2,0,crc_corruption
0.8200000000000006,20.388028348610824,60.96383180558051,0.10294662980884477,0.0,3,0,crc_corruption
0.8300000000000006,20.327175490789415,67.04911758772151,0.010451044443888583,0.0,3,0,crc_corruption
0.8400000000000006,20.245336504122566,54.399682921073214,0.19389312827678934,100.0,2,0,crc_corruption
0.8500000000000006,20.156237059574448,42.47629404255149,0.3677942874405506,100.0,2,0,crc_corruption
0.8600000000000007,20.07028936897207,51.07106310278956,0.23661693913974835,0.0,3,0,crc_corruption
0.8700000000000007,19.974610895729896,60.63891042700638,0.0892602002079115,0.0,3,0,crc_corruption
0.8800000000000007,19.879335954095687,49.33307125709378,0.2555122861596922,100.0,2,0,crc_corruption
0.8900000000000007,19.784362344301535,58.830432236508805,0.10792527129204664,0.0,3,0,crc_corruption
0.9000000000000007,19.72214378434172,65.05228823248987,0.010468299838614746,0.0,3,0,crc_corruption
0.9100000000000007,19.639991536357222,52.43417969760654,0.19907022973190291,100.0,2,0,crc_corruption
0.9200000000000007,19.55150151026553,40.449848973442165,0.37933387440032773,100.0,2,0,crc_corruption
0.9300000000000007,19.46629451891821,48.97054810817422,0.24530246790550006,0.0,3,0,crc_corruption
0.9400000000000007,19.370873743077727,58.51262569222319,0.09380506318462352,0.0,3,0,crc_corruption
0.9500000000000007,19.275712512103148,47.19541545634796,0.2654681569869732,100.0,2,0,crc_corruption
0.9600000000000007,19.181249922495525,56.641674417110465,0.11410870543923476,0.0,3,0,crc_corruption
0.9700000000000008,19.117219196712583,63.04474699540523,0.010660289867161159,0.0,3,0,crc_corruption
0.9800000000000008,19.034712491809515,50.46208415237806,0.20468327261431205,100.0,2,0,crc_corruption
0.9900000000000008,18.940918346949694,59.84149863836046,0.05218694982657701,0.0,3,0,crc_corruption
1.0000000000000007,18.91074711413341,62.8586219199894,0.0028111283925350864,0.0,3,0,crc_corruption
1.0099999999999996,18.830637751640463,50.03622483595055,0.20284869536734274,100.0,2,0,crc_corruption
1.0199999999999985,18.737278732622737,59.372126737723356,0.04940102159520825,0.0,3,0,crc_corruption
1.0299999999999974,18.645444097309404,47.72225693572349,0.23216218364125804,100.0,2,0,crc_corruption
1.0399999999999963,18.550061421613087,57.26052450535493,0.0739568478413862,0.0,3,0,crc_corruption
1.0499999999999952,18.455639174329225,45.86941590040752,0.2543837338745329,100.0,2,0,crc_corruption
1.059999999999994,18.360553847001583,55.3779486331716,0.09515885368215236,0.0,3,0,crc_corruption
1.069999999999993,18.26568167113323,44.03183288667387,0.27681046325917824,100.0,2,0,crc_corruption
1.0799999999999919,18.171794755474945,53.42052445250243,0.11807515155198206,0.0,3,0,crc_corruption
1.0899999999999908,18.108173598075815,59.7826401924151,0.009574766853886911,0.0,3,0,crc_corruption
1.0999999999999897,18.025533053671296,47.213361299533894,0.2142252688069407,100.0,2,0,crc_corruption
1.1099999999999886,17.93159402181926,56.607264484736675,0.05294647398569286,0.0,3,0,crc_corruption
1.1199999999999875,17.839283362510606,45.00499708226856,0.2431591084508432,100.0,2,0,crc_corruption
