t,v,omega,slip,brake_cmd,state,dtc,active_faults
0.010000000000000002,27.70733393619094,79.03327304757228,0.14427053974680576,100.0,2,0,
0.02000000000000001,27.612537709101066,67.67956242322627,0.2646866093631175,100.0,2,0,
0.03000000000000002,27.527538788000157,55.346121199984076,0.3968281549662846,100.0,2,0,
0.04000000000000003,27.444825569719704,63.617443028029406,0.30459631233853246,0.0,3,0,
0.05000000000000004,27.35500625418259,72.59937458174059,0.2038089053190388,0.0,3,0,
0.060000000000000046,27.25828145103266,82.27185489673347,0.09452998666264048,0.0,3,0,
0.07000000000000005,27.191490878729315,88.95091212706785,0.018616751941503605,0.0,3,0,
0.08000000000000006,27.110256630857304,76.24100358093519,0.15632295976693358,100.0,2,0,
0.09000000000000007,27.016462996344476,64.78703369888454,0.2805827279353627,100.0,2,0,
0.10000000000000007,26.93268853091077,52.33114690892161,0.41708960638451403,100.0,2,0,
0.11000000000000008,26.851212403250727,60.47875967492592,0.324290179899615,0.0,3,0,
0.12000000000000009,26.762981239635746,69.30187603642415,0.22315968371503397,0.0,3,0,
0.1300000000000001,26.666756556530505,78.9243443469486,0.11210411907832225,0.0,3,0,
0.1400000000000001,26.59119926081167,86.4800739188324,0.02433801795903639,0.0,3,0,
0.1500000000000001,26.572980053104494,88.30199468954986,0.0031002035178177845,0.0,3,0,
0.16000000000000011,26.497970180138125,74.96964865285322,0.1512219825534301,100.0,2,0,
0.17000000000000012,26.403890198614565,63.54431347187542,0.27801191801036607,100.0,2,0,
0.18000000000000013,26.32002487931165,51.09751206883386,0.4175820999052542,100.0,2,0,
0.19000000000000014,26.238517163894514,59.24828361054746,0.3225804273870019,0.0,3,0,
0.20000000000000015,26.15005343812312,68.09465618768654,0.2188009517975127,0.0,3,0,
0.21000000000000016,26.05365598511532,77.73440148846682,0.10491178436288763,0.0,3,0,
0.22000000000000017,25.982588686185267,84.84113138147207,0.020407869213800667,0.0,3,0,
0.23000000000000018,25.96752742306864,86.34725769313431,0.0024395898036895696,0.0,3,0,
0.24000000000000019,25.89237225235361,73.02944143130348,0.15384993634951558,100.0,2,0,
0.25000000000000017,25.798606149516303,61.57271838169997,0.2839994762718482,100.0,2,0,
0.2600000000000002,25.715246357498724,49.07536425012411,0.42747547231862204,100.0,2,0,
0.2700000000000002,25.634279965508213,57.172003449175534,0.33091153495121706,0.0,3,0,
0.2800000000000002,25.546417338676708,65.95826613232559,0.2254303381421757,0.0,3,0,
0.2900000000000002,25.450261228104836,75.57387718951264,0.10915793933710898,0.0,3,0,
0.3000000000000002,25.37776623217962,82.82337678203416,0.020914102238689825,0.0,3,0,
0.3100000000000002,25.36257936579934,84.3420634200618,0.0023641262552994012,0.0,3,0,
0.32000000000000023,25.287015523740596,71.06511429260331,0.15689796339290227,100.0,2,0,
0.33000000000000024,25.193606506442787,59.572682689050794,0.2906214200755711,100.0,2,0,
0.34000000000000025,25.110786793304648,47.021320669531505,0.43823360387016325,100.0,2,0,
0.35000000000000026,25.030393297368658,55.060670263131115,0.3400742496253215,0.0,3,0,
0.36000000000000026,24.943184735783365,63.78152642166019,0.23287831408922458,0.0,3,0,
0.3700000000000003,24.847353642459105,73.36463575408546,0.1142159023077598,0.0,3,0,
0.3800000000000003,24.773134368278825,80.78656317211349,0.021683385261600224,0.0,3,0,
0.3900000000000003,24.75765293243946,82.3347067560502,0.002312048956361244,0.0,3,0,
0.4000000000000003,24.681671352152975,69.09953145136558,0.1601111958894383,100.0,2,0,
0.4100000000000003,24.588643399200702,57.56899341325875,0.29761484830273144,100.0,2,0,
0.4200000000000003,24.506378108620098,44.962189137985575,0.4495858718244844,100.0,2,0,
0.4300000000000003,24.426569467320938,52.943053267901306,0.34976886534888435,0.0,3,0,
0.44000000000000034,24.340039198013084,61.59608019868692,0.24080549298726964,0.0,3,0,
0.45000000000000034,24.244607952053205,71.13920479467453,0.11973163349935766,0.0,3,0,
0.46000000000000035,24.1685839844438,78.74160155561466,0.022595594268613486,0.0,3,0,
0.47000000000000036,24.152733180830868,80.32668191690757,0.00226593840741941,0.0,3,0,
0.48000000000000037,24.07633333968444,67.13333269821743,0.1634938956311528,100.0,2,0,
0.4900000000000004,23.98371070040101,55.562263293227026,0.30499999786565946,100.0,2,0,
0.5000000000000003,23.902013629821383,42.89863701785658,0.4615687487810563,100.0,2,0,
0.5100000000000003,23.822801061396287,50.81989386036571,0.3600262152709206,0.0,3,0,
0.5200000000000004,23.73697199766156,59.40280023383853,0.2492370100151286,0.0,3,0,
0.5300000000000004,23.642016801718462,68.89831982814775,0.12573042639315246,0.0,3,0,
0.5400000000000004,23.564123773839544,76.68762261603884,0.02367314797621266,0.0,3,0,
0.5500000000000004,23.547819706416185,78.3180293583748,0.0022257219376222654,0.0,3,0,
0.5600000000000004,23.471002027900948,65.16646387656566,0.16705988352223403,100.0,2,0,
0.5700000000000004,23.378809874656156,53.55234586771158,0.312809170079717,100.0,2,0,
0.5800000000000004,23.297694865610953,40.83051343889825,0.47423321910915345,100.0,2,0,
0.5900000000000004,23.21908940531151,48.69105946884296,0.37089187324842415,0.0,3,0,
0.6000000000000004,23.13398391774813,57.20160822518111,0.2582132619886104,0.0,3,0,
0.6100000000000004,23.039582013324786,66.64179866751549,0.1322525040301471,0.0,3,0,
0.6200000000000004,22.959768957975577,74.62310420243594,0.02494962812096631,0.0,3,0,
0.6300000000000004,22.942912584455286,76.3087415544653,0.0021919674727685044,0.0,3,0,
0.6400000000000005,22.865678268644984,63.19883980216224,0.17082486170342595,100.0,2,0,
0.6500000000000005,22.773942739400407,51.53905939328637,0.32107856795318407,100.0,2,0,
0.6600000000000005,22.69342367661274,38.757632338720526,0.4876361598272655,100.0,2,0,
0.6700000000000005,22.615436171061223,46.55638289387201,0.38241673684659205,0.0,3,0,
0.6800000000000005,22.531076029700184,54.992397029976075,0.2677793511838612,0.0,3,0,
0.6900000000000005,22.437304857282292,64.36951427176471,0.1393416275100507,0.0,3,0,
0.7000000000000005,22.355538397051635,72.5461602948306,0.026467280639525578,0.0,3,0,
0.7100000000000005,22.338011954680315,74.29880453196265,0.002165393911940684,0.0,3,0,
0.7200000000000005,22.260363037823698,61.23036288429066,0.17480641110500642,100.0,2,0,
0.7300000000000005,22.16911125817598,49.52220751572948,0.32984854098561595,100.0,2,0,
0.7400000000000005,22.089202049351076,36.67979506488715,0.5018408317837171,100.0,2,0,
0.7500000000000006,22.01184313366373,44.41568663362168,0.3946574165019187,0.0,3,0,
0.7600000000000006,21.928249427090574,52.77505729093669,0.27798535674620634,0.0,3,0,
0.7700000000000006,21.83518573479213,62.081426520780944,0.14704513245526624,0.0,3,0,
0.7800000000000006,21.751455304628763,70.454469537117,0.02827923165962902,0.0,3,0,
0.7900000000000006,21.73311802435659,72.28819756433383,0.0021468965016501616,0.0,3,0,
0.8000000000000006,21.655057447388614,59.26092192779774,0.17902427081839933,100.0,2,0,
0.8100000000000006,21.564317550559583,47.50157827736762,0.33916417944603616,100.0,2,0,
0.8200000000000006,21.485032104243484,34.59678957564427,0.5169177861901667,100.0,2,0,
0.8300000000000006,21.408312178489293,42.26878215106234,0.4076770490080957,0.0,3,0,
0.8400000000000006,21.325505235392324,50.54947646075933,0.28888704999777176,0.0,3,0,
0.8500000000000006,21.233224183229222,59.77758167706959,0.15541444161432466,0.0,3,0,
